precinct,Month,ComplainCount,FelonyCrimes,MisdimCrimes,Borough,BarCount
94.0,4,238,58,55,BROOKLYN,114
94.0,5,312,55,55,BROOKLYN,114
94.0,6,396,52,64,BROOKLYN,114
94.0,7,310,34,40,BROOKLYN,114
94.0,8,250,61,63,BROOKLYN,114
94.0,9,358,71,70,BROOKLYN,114
94.0,10,346,71,62,BROOKLYN,114
94.0,11,186,58,56,BROOKLYN,114
94.0,12,177,65,51,BROOKLYN,114
100.0,1,31,60,76,QUEENS,8
100.0,2,23,62,74,QUEENS,8
100.0,3,49,80,69,QUEENS,8
100.0,4,55,51,80,QUEENS,8
100.0,5,120,70,94,QUEENS,8
100.0,6,177,82,112,QUEENS,8
100.0,7,158,73,109,QUEENS,8
100.0,8,89,80,107,QUEENS,8
100.0,9,90,66,80,QUEENS,8
100.0,10,99,87,87,QUEENS,8
100.0,11,54,71,62,QUEENS,8
100.0,12,43,48,54,QUEENS,8
101.0,1,88,110,100,QUEENS,1
101.0,2,79,93,106,QUEENS,1
101.0,3,119,127,121,QUEENS,1
101.0,4,91,128,94,QUEENS,1
101.0,5,103,133,126,QUEENS,1
101.0,6,131,122,102,QUEENS,1
101.0,7,178,113,103,QUEENS,1
101.0,8,172,103,111,QUEENS,1
101.0,9,177,89,105,QUEENS,1
101.0,10,84,104,96,QUEENS,1
101.0,11,96,107,100,QUEENS,1
101.0,12,115,104,124,QUEENS,1
102.0,1,136,114,134,QUEENS,30
102.0,2,128,128,160,QUEENS,30
102.0,3,216,134,157,QUEENS,30
102.0,4,320,148,149,QUEENS,30
102.0,5,432,176,175,QUEENS,30
102.0,6,633,162,156,QUEENS,30
102.0,7,722,143,161,QUEENS,30
102.0,8,391,154,161,QUEENS,30
102.0,9,526,133,153,QUEENS,30
102.0,10,360,188,177,QUEENS,30
102.0,11,242,164,127,QUEENS,30
102.0,12,173,159,139,QUEENS,30
103.0,1,72,380,273,QUEENS,21
103.0,2,89,378,263,QUEENS,21
103.0,3,132,419,254,QUEENS,21
103.0,4,157,404,250,QUEENS,21
103.0,5,333,296,241,QUEENS,21
103.0,6,247,283,167,QUEENS,21
103.0,7,356,245,170,QUEENS,21
103.0,8,329,257,189,QUEENS,21
103.0,9,294,276,166,QUEENS,21
103.0,10,156,280,181,QUEENS,21
103.0,11,113,204,141,QUEENS,21
103.0,12,93,227,160,QUEENS,21
104.0,1,146,121,103,QUEENS,38
104.0,2,147,113,109,QUEENS,38
104.0,3,153,148,118,QUEENS,38
104.0,4,232,107,137,QUEENS,38
104.0,5,346,125,146,QUEENS,38
104.0,6,325,103,145,QUEENS,38
104.0,7,344,77,109,QUEENS,38
104.0,8,204,86,129,QUEENS,38
104.0,9,251,103,98,QUEENS,38
104.0,10,322,107,116,QUEENS,38
104.0,11,210,104,96,QUEENS,38
104.0,12,210,101,108,QUEENS,38
105.0,1,75,104,119,QUEENS,8
105.0,2,74,136,131,QUEENS,8
105.0,3,96,133,148,QUEENS,8
105.0,4,152,145,128,QUEENS,8
105.0,5,228,175,134,QUEENS,8
105.0,6,279,117,171,QUEENS,8
105.0,7,377,127,145,QUEENS,8
105.0,8,343,81,145,QUEENS,8
105.0,9,328,108,115,QUEENS,8
105.0,10,133,110,107,QUEENS,8
105.0,11,48,113,136,QUEENS,8
105.0,12,63,119,108,QUEENS,8
106.0,1,109,153,129,QUEENS,21
106.0,2,106,168,122,QUEENS,21
106.0,3,143,174,136,QUEENS,21
106.0,4,240,115,120,QUEENS,21
106.0,5,507,195,127,QUEENS,21
106.0,6,490,106,98,QUEENS,21
106.0,7,636,122,93,QUEENS,21
106.0,8,483,127,106,QUEENS,21
106.0,9,579,107,90,QUEENS,21
106.0,10,235,144,99,QUEENS,21
106.0,11,137,132,99,QUEENS,21
106.0,12,171,177,92,QUEENS,21
107.0,1,107,111,83,QUEENS,6
107.0,2,80,107,98,QUEENS,6
107.0,3,136,101,103,QUEENS,6
107.0,4,129,104,119,QUEENS,6
107.0,5,178,95,85,QUEENS,6
107.0,6,200,102,99,QUEENS,6
107.0,7,147,83,79,QUEENS,6
107.0,8,119,113,75,QUEENS,6
107.0,9,202,94,91,QUEENS,6
107.0,10,188,111,73,QUEENS,6
107.0,11,160,80,90,QUEENS,6
107.0,12,152,104,95,QUEENS,6
108.0,1,119,87,85,QUEENS,44
108.0,2,91,73,63,QUEENS,44
108.0,3,119,77,73,QUEENS,44
108.0,4,202,94,74,QUEENS,44
108.0,5,234,110,99,QUEENS,44
108.0,6,257,72,88,QUEENS,44
108.0,7,173,50,78,QUEENS,44
108.0,8,126,83,69,QUEENS,44
108.0,9,225,65,53,QUEENS,44
108.0,10,247,74,77,QUEENS,44
108.0,11,146,79,77,QUEENS,44
108.0,12,134,80,78,QUEENS,44
109.0,1,66,107,156,QUEENS,12
109.0,2,61,102,128,QUEENS,12
109.0,3,92,115,132,QUEENS,12
109.0,4,142,100,131,QUEENS,12
109.0,5,316,112,166,QUEENS,12
109.0,6,307,94,165,QUEENS,12
109.0,7,181,113,181,QUEENS,12
109.0,8,188,137,139,QUEENS,12
109.0,9,367,126,146,QUEENS,12
109.0,10,191,148,206,QUEENS,12
109.0,11,122,157,164,QUEENS,12
109.0,12,120,147,174,QUEENS,12
110.0,1,140,169,194,QUEENS,15
110.0,2,117,156,165,QUEENS,15
110.0,3,152,195,214,QUEENS,15
110.0,4,173,163,185,QUEENS,15
110.0,5,418,210,207,QUEENS,15
110.0,6,344,155,187,QUEENS,15
110.0,7,356,136,167,QUEENS,15
110.0,8,213,152,184,QUEENS,15
110.0,9,336,145,162,QUEENS,15
110.0,10,287,160,184,QUEENS,15
110.0,11,121,135,152,QUEENS,15
110.0,12,117,130,144,QUEENS,15
111.0,1,31,41,71,QUEENS,7
111.0,2,23,40,38,QUEENS,7
111.0,3,25,53,53,QUEENS,7
111.0,4,47,61,45,QUEENS,7
111.0,5,88,54,46,QUEENS,7
111.0,6,85,43,53,QUEENS,7
111.0,7,63,43,35,QUEENS,7
111.0,8,31,70,61,QUEENS,7
111.0,9,77,52,48,QUEENS,7
111.0,10,55,47,56,QUEENS,7
111.0,11,35,43,43,QUEENS,7
111.0,12,34,62,48,QUEENS,7
112.0,1,75,62,72,QUEENS,14
112.0,2,56,59,78,QUEENS,14
112.0,3,56,70,103,QUEENS,14
112.0,4,66,56,80,QUEENS,14
112.0,5,78,47,63,QUEENS,14
112.0,6,73,49,71,QUEENS,14
112.0,7,62,58,61,QUEENS,14
112.0,8,98,41,71,QUEENS,14
112.0,9,53,44,69,QUEENS,14
112.0,10,81,51,60,QUEENS,14
112.0,11,65,50,77,QUEENS,14
112.0,12,72,72,77,QUEENS,14
113.0,1,56,227,229,QUEENS,5
113.0,2,50,174,264,QUEENS,5
113.0,3,82,258,247,QUEENS,5
113.0,4,120,189,248,QUEENS,5
113.0,5,199,182,278,QUEENS,5
113.0,6,306,215,331,QUEENS,5
113.0,7,330,175,282,QUEENS,5
113.0,8,298,200,257,QUEENS,5
113.0,9,335,194,268,QUEENS,5
113.0,10,162,208,247,QUEENS,5
113.0,11,91,187,254,QUEENS,5
113.0,12,102,142,207,QUEENS,5
114.0,1,254,203,205,QUEENS,154
114.0,2,278,194,217,QUEENS,154
114.0,3,305,210,218,QUEENS,154
114.0,4,395,238,194,QUEENS,154
114.0,5,470,175,220,QUEENS,154
114.0,6,402,222,218,QUEENS,154
114.0,7,388,191,250,QUEENS,154
114.0,8,341,197,220,QUEENS,154
114.0,9,404,166,180,QUEENS,154
114.0,10,465,239,204,QUEENS,154
114.0,11,327,190,209,QUEENS,154
114.0,12,384,164,220,QUEENS,154
115.0,1,125,161,173,QUEENS,34
115.0,2,150,208,175,QUEENS,34
115.0,3,188,254,197,QUEENS,34
115.0,4,322,211,162,QUEENS,34
115.0,5,446,197,186,QUEENS,34
115.0,6,432,223,177,QUEENS,34
115.0,7,422,154,169,QUEENS,34
115.0,8,343,196,168,QUEENS,34
115.0,9,387,204,155,QUEENS,34
115.0,10,320,230,209,QUEENS,34
115.0,11,156,184,152,QUEENS,34
115.0,12,181,180,152,QUEENS,34
120.0,1,110,186,155,STATEN ISLAND,28
120.0,2,120,180,143,STATEN ISLAND,28
120.0,3,150,215,170,STATEN ISLAND,28
120.0,4,225,207,149,STATEN ISLAND,28
120.0,5,274,227,156,STATEN ISLAND,28
120.0,6,354,189,176,STATEN ISLAND,28
120.0,7,259,148,128,STATEN ISLAND,28
120.0,8,221,228,152,STATEN ISLAND,28
120.0,9,212,281,191,STATEN ISLAND,28
120.0,10,194,262,164,STATEN ISLAND,28
120.0,11,126,208,138,STATEN ISLAND,28
120.0,12,147,241,136,STATEN ISLAND,28
121.0,1,23,148,164,STATEN ISLAND,8
121.0,2,42,164,117,STATEN ISLAND,8
121.0,3,50,179,140,STATEN ISLAND,8
121.0,4,84,131,131,STATEN ISLAND,8
121.0,5,131,175,153,STATEN ISLAND,8
121.0,6,220,160,131,STATEN ISLAND,8
121.0,7,203,149,146,STATEN ISLAND,8
121.0,8,175,147,129,STATEN ISLAND,8
121.0,9,158,123,111,STATEN ISLAND,8
121.0,10,91,163,98,STATEN ISLAND,8
121.0,11,40,116,117,STATEN ISLAND,8
121.0,12,69,111,118,STATEN ISLAND,8
122.0,1,50,53,61,STATEN ISLAND,12
122.0,2,37,82,78,STATEN ISLAND,12
122.0,3,72,86,78,STATEN ISLAND,12
122.0,4,59,70,86,STATEN ISLAND,12
122.0,5,120,81,81,STATEN ISLAND,12
122.0,6,202,77,90,STATEN ISLAND,12
122.0,7,158,87,95,STATEN ISLAND,12
122.0,8,152,114,80,STATEN ISLAND,12
122.0,9,148,53,89,STATEN ISLAND,12
122.0,10,111,60,77,STATEN ISLAND,12
122.0,11,89,66,63,STATEN ISLAND,12
122.0,12,75,74,75,STATEN ISLAND,12
123.0,1,8,62,48,STATEN ISLAND,16
123.0,2,8,57,50,STATEN ISLAND,16
123.0,3,8,59,55,STATEN ISLAND,16
123.0,4,11,48,45,STATEN ISLAND,16
123.0,5,52,82,75,STATEN ISLAND,16
123.0,6,85,76,59,STATEN ISLAND,16
123.0,7,96,72,43,STATEN ISLAND,16
123.0,8,69,62,55,STATEN ISLAND,16
123.0,9,45,60,56,STATEN ISLAND,16
123.0,10,39,83,49,STATEN ISLAND,16
123.0,11,13,40,82,STATEN ISLAND,16
123.0,12,21,54,32,STATEN ISLAND,16
